SimTime,power_in,p_$flow,gp_ack_bus[0]
206.0202297,0.0029968638971928723,0.078975404292234708,0
206.040172,0.0029970212407338589,0.078945776596467676,0
206.0800566,0.0029973357421567755,0.078882315766402547,0
206.1598258,0.0029979639228906864,0.078739673103661395,0
206.3193641,0.0029992164323220053,0.078399456222681421,0
206.6183562,0.0030015468782377376,0.077609774066885434,0
206.8912284,0.0030036514684221279,0.076767457188287133,0
207.1024954,0.003005264738748464,0.076078503862029911,0
207.4034293,0.003007538442748002,0.075154089433957252,0
207.6445456,0.0030093416730388755,0.074542175154959089,0
207.8946293,0.0030111985854115869,0.074083948448897624,0
207.9363869,0.0030115075642560148,0.074026109883844032,0
208.0150905,0.0030120893224954213,0.073932053176897744,0
208.0360656,0.0030122442443565301,0.073910287230636376,0
208.0688556,0.0030124863432247945,0.073879052390804764,0
208.103,0.0030124863432247945,0.073879052390804764,1
208.1030072,0.0030127383930508489,0.073850153905257523,1
208.1713105,0.0030132422355138955,0.073803759867453606,1
208.3079171,0.0030142492905299665,0.073757962248830772,1
208.5684092,0.0030161701917053828,0.073847635946788961,1
208.9179176,0.0030187575811180308,0.074334293991148923,1
209.3831894,0.0030222433017671486,0.075624867880616148,1
210.0033421,0.0030270167803858072,0.07844384604329771,1
210.8189996,0.0030336322891181631,0.083892759326887015,1
210.9979772,0.0030351455458888441,0.085331245409920833,1
211.087466,0.0030359119525278119,0.086078164221983652,1
211.2664435,0.0030374652461065926,0.087619881214745413,1
211.6243987,0.0030406571966914982,0.090847765099580674,1
212.0399393,0.0030445106091601488,0.094741452459933775,1
212.1481146,0.0030455403673287588,0.095769749967458656,1
212.3644652,0.003047633350712997,0.097835294929180694,1
212.7059047,0.0030510276874040538,0.10111426582205023,1
213.294498,0.0030571430945269106,0.10680775961246174,1
213.4818351,0.0030591598911343687,0.10862911267336547,1
213.8565092,0.0030632960410721713,0.11228233365751737,1
214.6058576,0.0030719802551567067,0.11962330552206529,1
214.891912,0.0030754405679951171,0.12243608645472358,1
215.4640207,0.003082602935624127,0.1280744318586991,1
216.6082381,0.0030978975397756995,0.13938907248214552,1
216.6981271,0.0030991539284910838,0.14027976968257008,1
216.877905,0.003101690729455158,0.1420617286093554,1
217.2374609,0.0031068604722361984,0.14562768313263227,1
217.9565726,0.0031175848329604954,0.15276623576350815,1
219.394796,0.0031405748072282562,0.16706110250898104,1
221.4865026,0.0031776821752700583,0.18787255752195334,1
223.9870847,0.003227756641483268,0.21276063994950911,1
227.0619104,0.0032978602339988196,0.24335670835278689,1
231.1581807,0.0034058606685697362,0.28409117680888379,1
237.3461251,0.0036006296570392908,0.3455629254437545,1
247.9899241,0.0040245327850053584,0.45111868050213755,1
265.067082,0.0049389551580578082,0.61999464423168882,1
299.2213978,0.0076298008287170082,0.95596063306738677,1
300,0.0077045170254696994,0.96359168256866035,1
301.5572043,0.0078557226255788551,0.97885004135005282,1
304.671613,0.008165240249537355,1.009351789392811,1
310.9004303,0.008812745023242816,1.0702953414695116,1
323.358065,0.010221442610095404,1.1919421555023852,1
348.2733344,0.013492063805252752,1.4342705613905704,1
371.067082,0.017011476525485146,1.6548322594273384,1
371.0671765,0.017011492167654855,1.654833193649317,1
371.0673196,0.017011515838831294,1.6548346399474534,1
